sija;hinta_sis_alv;hinta_alv0;urakkasumma_alv0;materiaalit_osto_alv0;materiaalit_alv0;laudoitus;raystas;homeenesto;maalinpoisto;pohjamaalaus;varinvaihto;maasto;korkeus;seinapinta_m2;maalit_l;tyo_h;kesto_pv
461;6423,01;5117,94;2253,54;669,70;502,27;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;218,13;44,55;71,40;4,46
462;6423,61;5118,42;2214,85;721,69;541,27;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;187,59;48,17;70,17;4,39
463;6425,49;5119,91;2298,74;611,10;458,32;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;174,50;36,54;72,83;4,55
464;6425,71;5120,09;2184,66;763,36;572,52;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;174,50;53,36;69,22;4,33
465;6426,83;5120,98;2155,06;803,58;602,69;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;218,13;62,98;68,28;4,27
466;6428,28;5122,13;2245,73;683,66;512,74;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;47,02;71,15;4,45
467;6428,67;5122,45;2274,25;645,89;484,42;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;187,59;39,75;72,06;4,50
468;6435,46;5127,86;2295,36;622,33;466,75;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;174,50;37,69;72,72;4,55
469;6441,64;5132,78;2325,61;586,17;439,63;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;174,50;36,54;73,68;4,61
470;6444,00;5134,66;2229,85;715,44;536,58;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;218,13;53,19;70,65;4,42
471;6444,00;5134,66;2229,85;715,44;536,58;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;218,13;53,19;70,65;4,42
472;6444,14;5134,77;2253,76;683,66;512,74;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;187,59;47,02;71,41;4,46
473;6445,27;5135,67;2231,95;713,50;535,12;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;174,50;53,36;70,72;4,42
474;6445,27;5135,67;2231,95;713,50;535,12;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;174,50;53,36;70,72;4,42
475;6447,48;5137,43;2256,98;681,61;511,21;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;174,50;44,37;71,51;4,47
476;6447,48;5137,43;2256,98;681,61;511,21;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;174,50;44,37;71,51;4,47
477;6451,75;5140,83;2210,40;746,60;559,95;Lomalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;218,13;53,19;70,03;4,38
478;6451,75;5140,83;2210,40;746,60;559,95;Lomalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;218,13;53,19;70,03;4,38
479;6454,29;5142,86;2211,68;746,60;559,95;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;53,19;70,07;4,38
480;6455,47;5143,80;2278,38;658,46;493,85;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;218,13;43,39;72,19;4,51
481;6456,95;5144,98;2251,81;694,89;521,17;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;48,17;71,34;4,46
482;6459,37;5146,91;2256,99;689,62;517,22;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;218,13;43,39;71,51;4,47
483;6462,41;5149,33;2250,10;700,86;525,64;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;218,13;44,55;71,29;4,46
484;6462,41;5149,33;2250,10;700,86;525,64;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;218,13;44,55;71,29;4,46
485;6464,94;5151,34;2265,82;681,61;511,21;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;174,50;44,37;71,79;4,49
486;6465,30;5151,63;2208,83;757,84;568,38;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;54,34;69,98;4,37
487;6465,39;5151,71;2276,32;667,91;500,94;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;174,50;45,53;72,12;4,51
488;6469,79;5155,21;2315,17;619,09;464,32;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;187,59;39,75;73,35;4,58
489;6471,77;5156,79;2259,32;694,89;521,17;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;187,59;48,17;71,58;4,47
490;6471,77;5156,79;2259,32;694,89;521,17;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;187,59;48,17;71,58;4,47
491;6476,53;5160,58;2191,15;789,00;591,75;Lomalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;54,34;69,42;4,34
492;6476,97;5160,93;2263,49;692,84;519,63;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;45,53;71,71;4,48
493;6477,09;5161,03;2300,95;642,99;482,24;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;174,50;45,53;72,90;4,56
494;6478,72;5162,33;2305,11;638,53;478,90;Lomalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;ei;Haastava;Korkea;218,13;44,55;73,03;4,56
495;6479,19;5162,70;2308,26;634,65;475,99;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;187,59;38,59;73,13;4,57
496;6481,09;5164,21;2337,16;597,40;448,05;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;174,50;37,69;74,05;4,63
497;6483,28;5165,96;2301,91;645,89;484,42;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;187,59;39,75;72,93;4,56
498;6483,89;5166,45;2253,79;710,45;532,84;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;187,59;47,02;71,41;4,46
499;6483,89;5166,45;2253,79;710,45;532,84;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;187,59;47,02;71,41;4,46
500;6486,97;5168,90;2295,55;656,86;492,64;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;187,59;47,02;72,73;4,55
501;6491,64;5172,62;2332,24;611,10;458,32;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;174,50;36,54;73,89;4,62
502;6492,64;5173,42;2237,25;738,43;553,82;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;174,50;53,36;70,88;4,43
503;6492,64;5173,42;2237,25;738,43;553,82;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;174,50;53,36;70,88;4,43
504;6494,67;5175,04;2228,01;752,12;564,09;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;174,50;52,21;70,59;4,41
505;6494,67;5175,04;2228,01;752,12;564,09;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;174,50;52,21;70,59;4,41
506;6497,11;5176,98;2292,27;668,09;501,07;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;48,17;72,63;4,54
507;6499,02;5178,50;2224,71;759,46;569,59;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;187,59;55,44;70,49;4,41
508;6499,25;5178,68;2196,30;797,49;598,12;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;187,59;56,59;69,59;4,35
509;6499,32;5178,74;2301,95;656,68;492,51;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;44,37;72,93;4,56
510;6500,77;5179,90;2269,55;700,86;525,64;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;218,13;44,55;71,91;4,49
511;6500,77;5179,90;2269,55;700,86;525,64;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;218,13;44,55;71,91;4,49
512;6505,05;5183,30;2224,85;763,36;572,52;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;174,50;53,36;70,49;4,41
513;6515,57;5191,69;2326,72;634,65;475,99;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;187,59;38,59;73,72;4,61
514;6516,12;5192,12;2233,39;759,46;569,59;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;187,59;55,44;70,76;4,42
515;6516,12;5192,12;2233,39;759,46;569,59;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;187,59;55,44;70,76;4,42
516;6525,52;5199,61;2229,74;770,69;578,02;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;187,59;56,59;70,65;4,42
517;6527,10;5200,88;2316,05;656,68;492,51;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;174,50;44,37;73,38;4,59
518;6529,60;5202,87;2283,13;702,26;526,70;Panelointi;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;174,50;52,21;72,34;4,52
519;6530,17;5203,32;2354,23;607,86;455,89;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;187,59;38,59;74,59;4,66
520;6535,94;5207,92;2312,11;667,91;500,94;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;45,53;73,26;4,58
521;6538,82;5210,22;2277,93;715,44;536,58;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;218,13;53,19;72,17;4,51
522;6539,62;5210,85;2131,14;911,71;683,78;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;174,50;75,39;67,52;4,22
523;6540,50;5211,56;2280,25;713,50;535,12;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;174,50;53,36;72,25;4,52
524;6543,76;5214,15;2275,76;721,69;541,27;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;187,59;48,17;72,10;4,51
525;6543,76;5214,15;2275,76;721,69;541,27;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;187,59;48,17;72,10;4,51
526;6544,90;5215,06;2272,21;727,19;545,39;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;174,50;52,21;71,99;4,50
527;6544,90;5215,06;2272,21;727,19;545,39;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;174,50;52,21;71,99;4,50
528;6547,62;5217,23;2307,78;681,61;511,21;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;44,37;73,12;4,57
529;6548,77;5218,14;2208,46;814,82;611,11;Lomalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;218,13;64,13;69,97;4,37
530;6548,94;5218,28;2270,16;732,66;549,49;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;187,59;55,44;71,93;4,50
531;6548,94;5218,28;2270,16;732,66;549,49;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;187,59;55,44;71,93;4,50
532;6552,30;5220,96;2328,73;656,86;492,64;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;187,59;47,02;73,78;4,61
533;6558,60;5225,97;2322,30;669,70;502,27;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;218,13;44,55;73,58;4,60
534;6560,50;5227,49;2261,45;752,12;564,09;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;174,50;52,21;71,65;4,48
535;6563,32;5229,74;2314,23;683,66;512,74;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;187,59;47,02;73,32;4,58
536;6563,77;5230,10;2140,95;915,01;686,26;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;174,50;73,08;67,83;4,24
537;6565,56;5231,52;2343,70;645,89;484,42;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;187,59;39,75;74,26;4,64
538;6567,99;5233,45;2239,66;786,26;589,69;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;187,59;55,44;70,96;4,43
539;6572,26;5236,86;2310,35;694,89;521,17;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;48,17;73,20;4,57
540;6573,64;5237,96;2272,28;746,60;559,95;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;218,13;53,19;71,99;4,50
541;6573,64;5237,96;2272,28;746,60;559,95;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;218,13;53,19;71,99;4,50
542;6573,68;5237,99;2365,50;622,33;466,75;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;174,50;37,69;74,95;4,68
543;6576,08;5239,90;2265,09;757,84;568,38;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;54,34;71,77;4,49
544;6576,29;5240,07;2137,27;928,41;696,30;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;187,59;77,19;67,72;4,23
545;6576,30;5240,08;2250,26;777,76;583,32;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;53,19;71,30;4,46
546;6576,34;5240,11;2288,59;726,68;545,01;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;218,13;54,34;72,51;4,53
547;6576,34;5240,11;2288,59;726,68;545,01;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;218,13;54,34;72,51;4,53
548;6579,79;5242,86;2315,73;692,84;519,63;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;174,50;45,53;73,37;4,59
549;6579,79;5242,86;2315,73;692,84;519,63;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;174,50;45,53;73,37;4,59
550;6583,24;5245,61;2304,27;710,45;532,84;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;47,02;73,01;4,56
551;6584,03;5246,24;2269,14;757,84;568,38;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;218,13;54,34;71,89;4,49
552;6584,03;5246,24;2269,14;757,84;568,38;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;218,13;54,34;71,89;4,49
553;6589,49;5250,59;2346,46;658,46;493,85;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;218,13;43,39;74,34;4,65
554;6592,21;5252,75;2320,51;694,89;521,17;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;187,59;48,17;73,52;4,60
555;6592,46;5252,95;2347,96;658,46;493,85;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;218,13;43,39;74,39;4,65
556;6594,95;5254,94;2325,86;689,62;517,22;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;218,13;43,39;73,69;4,61
557;6596,34;5256,04;2351,28;656,68;492,51;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;174,50;44,37;74,50;4,66
558;6599,26;5258,38;2343,01;669,70;502,27;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;218,13;44,55;74,23;4,64
559;6600,31;5259,21;2387,49;611,10;458,32;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;174,50;36,54;75,64;4,73
560;6602,82;5261,21;2399,04;597,40;448,05;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;174,50;37,69;76,01;4,75
561;6603,14;5261,46;2321,61;700,86;525,64;Lomalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;218,13;44,55;73,56;4,60
562;6605,96;5263,71;2181,13;890,08;667,56;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;174,50;73,08;69,11;4,32
563;6611,00;5267,73;2267,94;777,76;583,32;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;53,19;71,86;4,49
564;6612,02;5268,55;2334,57;689,62;517,22;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;218,13;43,39;73,97;4,62
565;6612,02;5268,55;2334,57;689,62;517,22;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;218,13;43,39;73,97;4,62
566;6612,86;5269,21;2332,58;692,84;519,63;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;174,50;45,53;73,90;4,62
567;6615,98;5271,70;2312,54;721,69;541,27;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;187,59;48,17;73,27;4,58
568;6615,98;5271,70;2312,54;721,69;541,27;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;187,59;48,17;73,27;4,58
569;6620,55;5275,34;2278,12;770,69;578,02;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;187,59;56,59;72,18;4,51
570;6620,68;5275,44;2286,61;759,46;569,59;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;187,59;55,44;72,45;4,53
571;6620,68;5275,44;2286,61;759,46;569,59;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;187,59;55,44;72,45;4,53
572;6623,17;5277,42;2344,73;683,66;512,74;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;47,02;74,29;4,64
573;6626,70;5280,24;2286,76;763,36;572,52;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;174,50;53,36;72,45;4,53
574;6626,70;5280,24;2286,76;763,36;572,52;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;174,50;53,36;72,45;4,53
575;6633,57;5285,72;2273,09;786,26;589,69;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;187,59;55,44;72,02;4,50
576;6634,74;5286,64;2362,31;668,09;501,07;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;187,59;48,17;74,85;4,68
577;6637,56;5288,89;2372,31;656,68;492,51;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;174,50;44,37;75,16;4,70
578;6640,09;5290,90;2381,69;645,89;484,42;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;187,59;39,75;75,46;4,72
579;6642,05;5292,47;2321,72;727,19;545,39;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;174,50;52,21;73,56;4,60
580;6642,05;5292,47;2321,72;727,19;545,39;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;174,50;52,21;73,56;4,60
581;6642,82;5293,09;2366,57;667,91;500,94;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;45,53;74,98;4,69
582;6643,03;5293,25;2356,40;681,61;511,21;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;44,37;74,66;4,67
583;6647,57;5296,87;2324,54;727,19;545,39;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;174,50;52,21;73,65;4,60
584;6648,01;5297,22;2292,13;770,69;578,02;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;187,59;56,59;72,62;4,54
585;6648,01;5297,22;2292,13;770,69;578,02;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;187,59;56,59;72,62;4,54
586;6651,19;5299,75;2322,29;732,66;549,49;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;187,59;55,44;73,58;4,60
587;6652,03;5300,42;2185,95;915,01;686,26;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;174,50;73,08;69,26;4,33
588;6652,44;5300,75;2405,67;622,33;466,75;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;174,50;37,69;76,22;4,76
589;6655,31;5303,03;2397,89;634,65;475,99;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;187,59;38,59;75,97;4,75
590;6658,97;5305,95;2391,34;645,89;484,42;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;187,59;39,75;75,77;4,74
591;6660,71;5307,34;2420,75;607,86;455,89;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Haastava;Korkea;187,59;38,59;76,70;4,79
